customerID;gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;Churn
3572-['M' 'Y' 'M' 'K' 'D'];Male;0;Yes;No;72;Yes;No;Fiber optic;Yes;No;No;No;No;No;Two year;Yes;Electronic check;32,97;2375,01;No
6348-['M' 'N' 'U' 'K' 'Z'];Female;0;No;Yes;25;Yes;No;DSL;No;Yes;Yes;No;No;No;Month-to-month;No;Mailed check;27,26;666,24;Yes
2839-['Y' 'R' 'N' 'D' 'Z'];Female;0;Yes;No;2;Yes;Yes;Fiber optic;No;Yes;No;Yes;No;No;Month-to-month;No;Mailed check;44,36;97,32;Yes
2442-['M' 'F' 'E' 'I' 'A'];Male;0;Yes;No;24;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Bank transfer (automatic);107,54;2583,79;No
3510-['G' 'W' 'J' 'C' 'O'];Male;0;No;Yes;30;Yes;No;Fiber optic;No;No internet service;Yes;No;No;No;Month-to-month;Yes;Credit card (automatic);38,62;1152,09;Yes
3881-['G' 'B' 'M' 'H' 'W'];Female;0;Yes;No;70;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;58,69;4102,05;No
1521-['O' 'L' 'H' 'R' 'N'];Female;0;No;No;28;Yes;Yes;DSL;No;Yes;No;No;No;Yes;Two year;Yes;Bank transfer (automatic);52,14;1448,75;No
6440-['X' 'S' 'Y' 'K' 'D'];Female;0;Yes;Yes;30;Yes;No;DSL;No;No;No;No;No;No;Two year;Yes;Credit card (automatic);106,74;3214,55;No
8468-['X' 'X' 'V' 'U' 'F'];Male;0;Yes;No;5;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;Month-to-month;Yes;Bank transfer (automatic);22,42;112,03;No
4099-['R' 'C' 'Q' 'S' 'N'];Male;1;Yes;No;24;Yes;No;Fiber optic;No internet service;No;Yes;Yes;No;Yes;Month-to-month;Yes;Mailed check;49,1;1179,21;No
3057-['O' 'S' 'Z' 'I' 'Y'];Female;1;Yes;No;45;Yes;Yes;DSL;No;Yes;No;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);113,51;5099,25;No
9913-['Y' 'P' 'P' 'I' 'L'];Male;0;Yes;No;3;Yes;No;Fiber optic;No;No;Yes;Yes;No internet service;Yes;Month-to-month;Yes;Electronic check;79,85;237,39;No
8235-['E' 'Y' 'R' 'W' 'S'];Female;0;No;Yes;44;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Bank transfer (automatic);38,47;1689,01;Yes
4256-['W' 'S' 'Z' 'L' 'D'];Female;1;No;No;36;Yes;No;DSL;No;No;No internet service;Yes;Yes;No;One year;Yes;Mailed check;86,85;3117,42;No
1994-['T' 'S' 'M' 'G' 'S'];Male;0;No;No;38;Yes;No;Fiber optic;No;No;No internet service;No;Yes;Yes;One year;No;Mailed check;68,22;2597,07;No
4738-['G' 'F' 'L' 'Y' 'Z'];Female;0;Yes;Yes;35;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;No internet service;Month-to-month;Yes;Bank transfer (automatic);48,48;1703,05;No
5393-['I' 'V' 'V' 'C' 'U'];Male;0;No;Yes;44;Yes;Yes;DSL;No;No internet service;No;No;No internet service;Yes;Two year;Yes;Mailed check;54,48;2383,14;Yes
5872-['W' 'Q' 'W' 'T' 'T'];Male;0;No;No;54;Yes;No;DSL;No;Yes;Yes;No;No;No;Month-to-month;Yes;Credit card (automatic);53,91;2913,3;No
1330-['M' 'N' 'C' 'G' 'S'];Male;1;No;No;63;Yes;No;DSL;Yes;No internet service;No;No;No internet service;Yes;Month-to-month;No;Electronic check;49,64;3135,22;No
5900-['F' 'J' 'P' 'S' 'F'];Female;0;Yes;No;25;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;No;Mailed check;35;877,05;Yes
4576-['W' 'A' 'P' 'M' 'W'];Female;0;No;Yes;2;Yes;No phone service;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);62,59;128,64;No
9617-['I' 'P' 'M' 'T' 'M'];Male;0;Yes;No;17;Yes;No;DSL;No internet service;No;Yes;No;Yes;No;Two year;No;Mailed check;68,78;1156,23;No
5158-['I' 'Q' 'K' 'X' 'X'];Male;0;Yes;No;37;Yes;No;Fiber optic;No;Yes;No;Yes;Yes;No;Month-to-month;No;Mailed check;63,9;2367,63;Yes
5580-['Q' 'Y' 'N' 'P' 'V'];Male;0;No;No;30;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;63,39;1879,81;No
7155-['V' 'E' 'W' 'G' 'T'];Male;0;Yes;No;21;Yes;Yes;DSL;Yes;Yes;Yes;No;No;No;Month-to-month;No;Mailed check;77,1;1627,38;No
1404-['U' 'J' 'H' 'N' 'C'];Male;0;No;No;61;Yes;No;DSL;No;No;No;No;No internet service;No;Month-to-month;Yes;Credit card (automatic);47,34;2879,05;Yes
8939-['L' 'U' 'E' 'S' 'D'];Female;0;No;Yes;10;Yes;Yes;Fiber optic;No;No;Yes;Yes;No;No;One year;No;Mailed check;38,12;381,59;Yes
7712-['Z' 'J' 'B' 'P' 'O'];Female;0;Yes;No;51;Yes;No phone service;DSL;No;No;Yes;Yes;No;No internet service;One year;Yes;Mailed check;93,85;4775,49;Yes
6748-['X' 'E' 'D' 'E' 'T'];Male;0;Yes;Yes;26;Yes;Yes;DSL;No;No;Yes;No;No;No;One year;Yes;Mailed check;93,69;2442,74;No
9967-['W' 'J' 'Y' 'W' 'K'];Male;0;No;No;0;Yes;Yes;DSL;Yes;No;Yes;No;No internet service;No;Month-to-month;Yes;Mailed check;119,7;0;No
1677-['C' 'B' 'U' 'O' 'A'];Female;1;No;Yes;55;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Electronic check;61,06;3363,51;Yes
1603-['B' 'T' 'C' 'S' 'Z'];Male;0;Yes;Yes;27;Yes;Yes;DSL;Yes;Yes;Yes;No;No;No;One year;Yes;Electronic check;101,76;2767,28;No
4210-['W' 'U' 'E' 'W' 'N'];Male;1;Yes;No;26;No;No phone service;DSL;Yes;Yes;No;Yes;No;Yes;Month-to-month;Yes;Mailed check;67,73;1757,22;No
3168-['L' 'G' 'K' 'C' 'Z'];Male;0;Yes;No;61;Yes;No;DSL;Yes;No;Yes;No;No;No;Two year;No;Bank transfer (automatic);108,38;6612,09;No
5870-['X' 'K' 'E' 'T' 'P'];Female;0;No;No;49;Yes;No;Fiber optic;No;Yes;No;Yes;No internet service;No;Two year;Yes;Credit card (automatic);52,72;2589,7;No
6322-['O' 'I' 'L' 'C' 'V'];Female;0;Yes;No;13;Yes;No;DSL;No;No;Yes;No;No;No;Month-to-month;No;Mailed check;77,59;1030,43;Yes
2497-['M' 'F' 'O' 'H' 'H'];Female;0;No;Yes;54;No;No phone service;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;74,62;4035,24;No
4387-['J' 'A' 'C' 'B' 'S'];Male;0;Yes;No;64;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;Two year;Yes;Credit card (automatic);26,87;1721,4;No
8250-['V' 'T' 'J' 'L' 'E'];Male;0;No;No;4;Yes;Yes;DSL;No;No;No internet service;No internet service;No;Yes;One year;No;Credit card (automatic);69,22;279,79;No
8430-['B' 'A' 'A' 'G' 'P'];Male;1;Yes;Yes;65;Yes;Yes;Fiber optic;No;Yes;No internet service;No;Yes;No;One year;Yes;Bank transfer (automatic);84,72;5500,79;No
4683-['A' 'D' 'G' 'W' 'B'];Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Credit card (automatic);47,97;37,68;Yes
8345-['H' 'D' 'Z' 'G' 'J'];Male;0;No;No;51;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Mailed check;47,66;2445,14;No
9325-['O' 'C' 'C' 'S' 'A'];Female;1;No;No;21;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;42,97;891,58;Yes
5999-['F' 'T' 'J' 'M' 'P'];Male;1;No;No;66;Yes;Yes;Fiber optic;No;No;No;No;No;No internet service;Month-to-month;No;Bank transfer (automatic);85,73;5639,16;No
5157-['B' 'E' 'U' 'W' 'E'];Female;1;No;Yes;62;Yes;Yes;DSL;No;No;No;No;No;Yes;One year;No;Mailed check;97,52;6043,22;No
8058-['O' 'N' 'Z' 'Y' 'X'];Female;0;Yes;No;17;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);64,35;1093,25;No
3076-['H' 'H' 'T' 'U' 'A'];Female;0;Yes;No;49;Yes;No;DSL;No;No internet service;No;No;No;No;Two year;Yes;Mailed check;115,68;5647,71;No
1407-['H' 'L' 'U' 'Z' 'I'];Female;0;Yes;No;34;Yes;No;Fiber optic;No internet service;No;No;No internet service;No;No;Month-to-month;No;Credit card (automatic);86,97;2954,62;Yes
2969-['M' 'Z' 'I' 'W' 'L'];Female;0;Yes;Yes;24;Yes;No;DSL;Yes;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;110,27;2644,62;Yes
9745-['A' 'V' 'R' 'Z' 'G'];Female;0;No;No;62;Yes;Yes;DSL;No;No;No;No;Yes;Yes;Two year;Yes;Mailed check;53,76;3329,2;No
7845-['S' 'S' 'P' 'N' 'P'];Female;0;No;Yes;14;Yes;No;DSL;No;Yes;Yes;No;No internet service;Yes;Month-to-month;No;Electronic check;25,16;346,59;Yes
1457-['M' 'D' 'Y' 'F' 'E'];Male;0;No;Yes;16;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Mailed check;25,48;414,81;No
5861-['Z' 'H' 'L' 'R' 'F'];Male;0;No;Yes;45;No;No phone service;DSL;No;Yes;Yes;No;No;No;Month-to-month;No;Credit card (automatic);105,11;4748,69;No
6318-['A' 'S' 'G' 'K' 'N'];Female;0;No;No;55;Yes;No;DSL;No internet service;Yes;No internet service;No;Yes;No;Two year;No;Electronic check;20,99;1156,65;Yes
7801-['A' 'A' 'B' 'C' 'K'];Female;0;Yes;No;63;Yes;No phone service;DSL;No;No;Yes;Yes;Yes;No;One year;Yes;Bank transfer (automatic);101,73;6409,82;No
9077-['Z' 'D' 'X' 'H' 'E'];Female;0;Yes;Yes;49;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;No;Month-to-month;No;Credit card (automatic);39,91;1974,55;No
6293-['Z' 'T' 'I' 'B' 'G'];Male;0;Yes;No;7;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Mailed check;28,8;191,13;No
2174-['T' 'R' 'O' 'L' 'F'];Female;0;Yes;No;12;Yes;No;DSL;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Electronic check;32,55;385,4;Yes
2534-['U' 'D' 'G' 'G' 'D'];Female;0;No;No;20;Yes;No;Fiber optic;No;No;No;No;No;No internet service;Month-to-month;No;Mailed check;48,19;948,6;No
1008-['R' 'T' 'M' 'S' 'Z'];Female;0;No;No;1;Yes;Yes;DSL;No;No internet service;Yes;No;No;No;Month-to-month;Yes;Bank transfer (automatic);37,65;39,78;No
6024-['R' 'A' 'X' 'Z' 'S'];Female;0;No;Yes;71;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Credit card (automatic);66,74;4739,7;Yes
9207-['E' 'K' 'G' 'K' 'Z'];Female;0;No;Yes;55;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;24,48;1350,15;No
3001-['I' 'B' 'V' 'L' 'G'];Female;0;Yes;No;45;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);82,75;3727,95;No
4723-['P' 'J' 'H' 'Q' 'B'];Male;0;Yes;Yes;69;Yes;No;DSL;Yes;Yes;No internet service;No;Yes;No;One year;Yes;Mailed check;116,04;8006,94;Yes
7532-['W' 'J' 'D' 'U' 'F'];Male;1;Yes;No;41;No;No phone service;DSL;No;Yes;No;Yes;Yes;Yes;One year;No;Credit card (automatic);28,59;1158,56;No
7180-['M' 'C' 'D' 'V' 'N'];Male;0;No;No;70;Yes;Yes;DSL;No;No;No;Yes;No;Yes;One year;Yes;Electronic check;47,47;3307,85;No
2222-['P' 'S' 'G' 'D' 'Y'];Male;0;Yes;No;38;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Mailed check;58,57;2225;No
9860-['F' 'X' 'I' 'L' 'W'];Male;0;Yes;No;32;Yes;Yes;DSL;Yes;No;No;No;No internet service;No;Month-to-month;Yes;Credit card (automatic);29,18;930,78;Yes
6456-['T' 'V' 'K' 'Y' 'Q'];Female;0;No;Yes;41;Yes;No;Fiber optic;No;No;No;Yes;No;No;Two year;No;Credit card (automatic);98,03;4006,73;No
5389-['Y' 'C' 'E' 'Q' 'C'];Female;0;No;Yes;62;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;26,7;1654,66;Yes
1565-['T' 'W' 'G' 'I' 'D'];Female;0;Yes;No;19;Yes;No;DSL;No;No;No;Yes;Yes;Yes;Month-to-month;No;Bank transfer (automatic);101,94;1947,89;No
5446-['U' 'K' 'W' 'M' 'Q'];Male;1;Yes;No;15;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);27,81;425,77;No
5672-['L' 'N' 'R' 'H' 'N'];Female;0;Yes;No;19;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);80,22;1531,22;No
4021-['D' 'N' 'J' 'P' 'C'];Female;0;Yes;Yes;5;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;55,26;265,62;No
3852-['W' 'Y' 'N' 'B' 'Z'];Female;0;Yes;No;68;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);80,32;5450,22;No
9972-['D' 'F' 'T' 'Z' 'S'];Female;0;Yes;No;5;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Bank transfer (automatic);56,62;286,94;No
6375-['E' 'Y' 'M' 'H' 'S'];Female;0;Yes;Yes;57;Yes;No;Fiber optic;No internet service;Yes;No internet service;No;No internet service;No internet service;Month-to-month;No;Electronic check;104,46;5945,29;Yes
7506-['O' 'I' 'N' 'O' 'F'];Female;0;Yes;Yes;53;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);111,52;5936,65;No
1892-['P' 'B' 'H' 'F' 'W'];Male;0;No;No;22;Yes;No;Fiber optic;No internet service;Yes;No;No;Yes;Yes;Two year;Yes;Electronic check;46,62;1022,6;No
5272-['Z' 'D' 'Z' 'T' 'G'];Female;0;Yes;No;20;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Bank transfer (automatic);79,71;1602,43;Yes
7536-['N' 'O' 'J' 'J' 'A'];Female;0;Yes;Yes;55;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Credit card (automatic);20,18;1094,56;Yes
1800-['K' 'O' 'R' 'J' 'P'];Female;0;Yes;No;61;Yes;No;DSL;No internet service;Yes;Yes;No;No internet service;Yes;Two year;No;Electronic check;65,88;4018,05;No
4828-['U' 'I' 'R' 'B' 'X'];Female;0;No;No;15;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;No;Month-to-month;No;Electronic check;74,55;1126,14;Yes
8136-['Y' 'N' 'X' 'O' 'N'];Female;0;No;No;8;Yes;No;DSL;No;No internet service;Yes;No;Yes;No;Month-to-month;Yes;Credit card (automatic);25,58;200,03;Yes
6079-['J' 'I' 'V' 'M' 'A'];Female;0;No;No;22;Yes;No;Fiber optic;Yes;Yes;No;No;No;No;Two year;No;Bank transfer (automatic);20,46;446,32;Yes
1358-['F' 'W' 'D' 'Z' 'E'];Male;0;No;No;25;Yes;No;DSL;Yes;No;No;Yes;No;No;Month-to-month;No;Mailed check;81,66;2043,55;Yes
7782-['Z' 'F' 'M' 'I' 'A'];Male;0;Yes;No;14;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Credit card (automatic);39,91;555,11;No
6146-['B' 'U' 'Z' 'O' 'U'];Female;0;Yes;No;34;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;49,56;1686,33;No
6623-['S' 'Q' 'V' 'H' 'V'];Female;0;No;Yes;52;No;No phone service;DSL;No internet service;Yes;No;Yes;No;No;Two year;Yes;Electronic check;118,3;6138,44;No
8782-['Q' 'H' 'R' 'X' 'Z'];Female;0;No;No;31;Yes;Yes;Fiber optic;Yes;No;No;Yes;No internet service;No;One year;Yes;Bank transfer (automatic);83,09;2589,37;Yes
9856-['Z' 'H' 'D' 'P' 'A'];Female;0;No;No;9;Yes;No phone service;Fiber optic;Yes;No;No;No;No;Yes;One year;Yes;Bank transfer (automatic);79,44;717,64;No
9964-['X' 'N' 'X' 'Y' 'O'];Female;0;No;Yes;31;Yes;No;DSL;No internet service;Yes;No internet service;No;No;No;Month-to-month;Yes;Credit card (automatic);102,95;3186,88;No
7292-['X' 'V' 'R' 'K' 'R'];Female;0;No;No;71;Yes;Yes;DSL;No;No;No;Yes;Yes;No;One year;No;Mailed check;42,77;3027,85;No
9795-['I' 'X' 'D' 'J' 'S'];Male;0;Yes;No;60;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;71,87;4293,58;No
3099-['A' 'C' 'S' 'R' 'H'];Male;0;Yes;No;27;Yes;Yes;DSL;No;No;Yes;No;No internet service;No;Two year;Yes;Electronic check;105,4;2835,93;No
5287-['Y' 'S' 'R' 'B' 'T'];Male;0;No;No;46;Yes;No;DSL;No;No;No;No;Yes;No;One year;Yes;Electronic check;116,93;5398,45;No
4598-['B' 'M' 'U' 'S' 'N'];Female;0;Yes;No;26;Yes;Yes;DSL;No;Yes;No;Yes;Yes;No internet service;Month-to-month;Yes;Mailed check;23,56;606,05;Yes
7727-['U' 'V' 'L' 'Q' 'H'];Female;1;No;Yes;55;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);99,4;5471,74;No
4783-['X' 'Z' 'R' 'T' 'S'];Male;1;No;No;12;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);36,12;428,19;No
9443-['Y' 'Q' 'E' 'M' 'Z'];Male;0;No;Yes;9;Yes;No;Fiber optic;No;No;No;Yes;No;No;Month-to-month;Yes;Mailed check;54,78;489,99;Yes
7738-['D' 'O' 'Z' 'L' 'Y'];Female;0;No;No;56;Yes;No;DSL;Yes;No;No;No;Yes;No;Two year;No;Electronic check;63,68;3568,79;No
8055-['E' 'N' 'I' 'V' 'E'];Male;0;Yes;No;45;Yes;No phone service;DSL;Yes;No;No;No internet service;No;No;One year;Yes;Electronic check;61,99;2785,2;Yes
7981-['E' 'Z' 'W' 'G' 'J'];Male;0;No;Yes;57;Yes;No;DSL;No;No;No internet service;Yes;No;No;Month-to-month;No;Bank transfer (automatic);24,85;1432,16;No
5810-['K' 'E' 'N' 'B' 'V'];Female;0;Yes;Yes;66;No;No phone service;DSL;No;No;No;No;No;Yes;Month-to-month;No;Electronic check;103,69;6853,41;Yes
8150-['E' 'U' 'F' 'B' 'K'];Male;1;Yes;No;6;No;No phone service;DSL;No;No;No;Yes;Yes;No internet service;Month-to-month;No;Bank transfer (automatic);74,05;442,27;Yes
7027-['R' 'H' 'T' 'V' 'A'];Female;0;No;Yes;64;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Two year;Yes;Mailed check;93,68;5989,16;No
7942-['D' 'E' 'W' 'L' 'L'];Female;0;No;No;32;Yes;Yes;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);70;2234,64;No
4811-['V' 'C' 'G' 'R' 'M'];Male;0;Yes;Yes;21;Yes;No;DSL;No;No;No;No;No;No;One year;No;Credit card (automatic);61,73;1309,53;No
9803-['N' 'Q' 'X' 'L' 'Y'];Male;0;Yes;No;39;Yes;No;DSL;Yes;No;Yes;No internet service;No;No;Month-to-month;Yes;Bank transfer (automatic);54,64;2124,69;Yes
8985-['Q' 'H' 'L' 'S' 'G'];Female;1;Yes;Yes;69;Yes;Yes;Fiber optic;Yes;No;No;Yes;Yes;No;One year;No;Credit card (automatic);32,77;2258,36;No
7864-['D' 'O' 'G' 'W' 'Q'];Male;0;Yes;No;10;No;No phone service;Fiber optic;No;No;No;No internet service;No;Yes;One year;No;Bank transfer (automatic);46,41;468,58;No
8347-['X' 'T' 'O' 'B' 'Z'];Female;0;No;No;30;No;No phone service;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;72,97;2199,95;Yes
2203-['N' 'R' 'X' 'A' 'Z'];Female;0;Yes;No;17;Yes;No;Fiber optic;Yes;No;No;No;No;No;One year;Yes;Bank transfer (automatic);77,99;1323,58;No
6790-['G' 'M' 'Y' 'U' 'G'];Female;0;Yes;No;21;No;No phone service;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;60,89;1279,55;Yes
1868-['F' 'T' 'F' 'Q' 'B'];Female;0;No;No;24;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;105,97;2553,75;Yes
7490-['O' 'O' 'A' 'J' 'S'];Male;0;No;Yes;36;Yes;Yes;DSL;No;No;No internet service;No;No internet service;Yes;Month-to-month;No;Credit card (automatic);57,51;2059,72;No
6531-['P' 'J' 'H' 'U' 'T'];Female;0;No;Yes;15;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;36,34;551,64;No
3875-['G' 'Q' 'K' 'E' 'R'];Female;0;No;Yes;10;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;No;Month-to-month;No;Credit card (automatic);79,07;778,34;No
6550-['D' 'H' 'F' 'L' 'Z'];Female;0;Yes;No;41;Yes;Yes;Fiber optic;Yes;No;No;Yes;Yes;No;Two year;No;Credit card (automatic);31,5;1286,03;No
1539-['G' 'V' 'X' 'Q' 'N'];Female;0;Yes;Yes;67;Yes;No;Fiber optic;No internet service;Yes;Yes;No;No;No;Two year;Yes;Electronic check;108,95;7300,95;Yes
2532-['C' 'X' 'F' 'O' 'F'];Male;0;No;No;61;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);33,26;2018,86;No
7630-['H' 'J' 'W' 'X' 'G'];Female;0;Yes;Yes;55;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);38,3;2091,09;Yes
2682-['I' 'D' 'X' 'J' 'I'];Female;0;No;No;72;Yes;No;Fiber optic;No;Yes;No;No internet service;No;No;Month-to-month;Yes;Electronic check;36,86;2667,98;Yes
8962-['D' 'L' 'O' 'U' 'I'];Male;0;Yes;No;38;Yes;Yes;DSL;No;Yes;No;No;Yes;No;Two year;No;Credit card (automatic);63,01;2400,84;No
4369-['F' 'O' 'V' 'Z' 'G'];Male;0;No;Yes;45;Yes;No;Fiber optic;No;No;No;No internet service;No;No;Month-to-month;No;Bank transfer (automatic);58,61;2625,49;No
4989-['Y' 'V' 'S' 'F' 'Q'];Male;0;Yes;No;3;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;Month-to-month;No;Electronic check;115,1;330,09;Yes
4008-['S' 'F' 'O' 'R' 'C'];Female;0;Yes;No;67;Yes;No;Fiber optic;No;No;No;No;No;No internet service;Month-to-month;Yes;Bank transfer (automatic);69,59;4651,16;No
5959-['S' 'S' 'Y' 'J' 'M'];Male;0;No;No;61;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Mailed check;111,16;6785,12;Yes
